"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","2","","tests/advanced.test.js","","tests/advanced.test.js","ensure that when the getData function is called, data comes back as a response","ensure that when the getData function is called, data comes back as a response",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","0","","tests/simple.test.js","","tests/simple.test.js","Adding NaN and NaN should equal false","Adding NaN and NaN should equal false",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","2","","tests/advanced.test.js","","tests/advanced.test.js","ensure the class has been setup properly","ensure the class has been setup properly",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","1","","tests/minimal.test.js","","tests/minimal.test.js","making sure jest is configured properly","making sure jest is configured properly",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","0","","tests/simple.test.js","","tests/simple.test.js","Adding 0 and 1 should equal 1","Adding 0 and 1 should equal 1",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","7","","tests/simple.test.js","","tests/simple.test.js","Adding 100000000000000000 and 100000000000000000 should equal 200000000000000000","Adding 100000000000000000 and 100000000000000000 should equal 200000000000000000",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","0","","tests/simple.test.js","","tests/simple.test.js","Adding false and false should equal false","Adding false and false should equal false",""
"passed","Sun Oct 08 12:44:22 GMT 2023","Sun Oct 08 12:44:22 GMT 2023","2","","tests/simple-refactored.test.js","","tests/simple-refactored.test.js","making sure jest is configured properly","making sure jest is configured properly",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","1","","tests/simple.test.js","","tests/simple.test.js","Adding 1 and 1 should equal 2","Adding 1 and 1 should equal 2",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","0","","tests/simple.test.js","","tests/simple.test.js","Adding null and null should equal false","Adding null and null should equal false",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","0","","tests/simple.test.js","","tests/simple.test.js","Adding 1000 and 1000 should equal 2000","Adding 1000 and 1000 should equal 2000",""
"failed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","5","","tests/simple.test.js","","tests/simple.test.js","Adding 0 and 0 should equal 0","Adding 0 and 0 should equal 0",""
"passed","Sun Oct 08 12:44:23 GMT 2023","Sun Oct 08 12:44:23 GMT 2023","1","","tests/simple.test.js","","tests/simple.test.js","Adding undefined and undefined should equal false","Adding undefined and undefined should equal false",""
